Type,Price,Quantity,Timestamp,Unnamed: 4,Unnamed: 5,,
bid,38501000,0.01255191,1.68346E+12,,,,
ask,38508000,0.04395096,1.68346E+12,,,,
bid,38508000,1.07423665,1.68346E+12,,,,
ask,38509000,0.03769126,1.68346E+12,,,,
bid,38508000,0.92633403,1.68346E+12,,,,
ask,38509000,0.03769126,1.68346E+12,,,,
bid,38508000,0.8451606,1.68346E+12,,,,
ask,38509000,0.03769126,1.68346E+12,,,,
bid,38508000,0.8451606,1.68346E+12,,,,
ask,38509000,0.13527746,1.68346E+12,,,,
bid,38508000,0.8370552,1.68346E+12,,,,
ask,38509000,0.05960512,1.68346E+12,,,,
bid,38508000,0.68407063,1.68346E+12,,,,
ask,38509000,0.24177664,1.68346E+12,,,,
bid,38508000,0.28550722,1.68346E+12,,,,
ask,38509000,0.24162343,1.68346E+12,,,,
bid,38501000,0.02241472,1.68346E+12,,,,
ask,38508000,0.09309233,1.68346E+12,,,,
bid,38501000,0.01634116,1.68346E+12,,,,
ask,38508000,0.15896186,1.68346E+12,,,,
bid,38500000,0.38187109,1.68346E+12,,,,
ask,38501000,0.01444534,1.68346E+12,,,,
bid,38499000,0.31736189,1.68346E+12,,,,
ask,38500000,0.39165071,1.68346E+12,,,,
bid,38499000,0.17232295,1.68346E+12,,,,
ask,38500000,0.38804694,1.68346E+12,,,,
bid,38497000,0.05850551,1.68346E+12,,,,
ask,38500000,0.38804694,1.68346E+12,,,,
bid,38497000,0.11061019,1.68346E+12,,,,
ask,38499000,0.05231006,1.68346E+12,,,,
bid,38497000,0.11118166,1.68346E+12,,,,
ask,38499000,0.15324175,1.68346E+12,,,,
bid,38497000,0.05478981,1.68346E+12,,,,
ask,38499000,0.20718246,1.68346E+12,,,,
bid,38497000,0.14007418,1.68346E+12,,,,
ask,38499000,0.34612379,1.68346E+12,,,,
bid,38496000,0.20190111,1.68346E+12,,,,
ask,38497000,0.17463515,1.68346E+12,,,,
bid,38496000,0.00329964,1.68346E+12,,,,
ask,38497000,0.22947478,1.68346E+12,,,,
bid,38495000,0.00634717,1.68346E+12,,,,
ask,38497000,0.22947478,1.68346E+12,,,,
bid,38494000,0.10566222,1.68346E+12,,,,
ask,38495000,0.06820941,1.68346E+12,,,,
bid,38493000,0.14199857,1.68346E+12,,,,
ask,38494000,0.01863723,1.68346E+12,,,,
bid,38494000,0.02902702,1.68346E+12,,,,
ask,38495000,0.02212073,1.68346E+12,,,,
bid,38494000,0.11881803,1.68346E+12,,,,
ask,38495000,0.02182073,1.68346E+12,,,,
bid,38494000,0.10246188,1.68346E+12,,,,
ask,38495000,0.0857133,1.68346E+12,,,,
bid,38493000,0.25057094,1.68346E+12,,,,
ask,38494000,0.04960407,1.68346E+12,,,,
bid,38493000,0.17424772,1.68346E+12,,,,
ask,38495000,0.14640291,1.68346E+12,,,,
bid,38493000,0.19757411,1.68346E+12,,,,
ask,38495000,0.14640291,1.68346E+12,,,,
bid,38493000,0.21862697,1.68346E+12,,,,
ask,38494000,0.05543861,1.68346E+12,,,,
bid,38493000,0.73792099,1.68346E+12,,,,
ask,38494000,0.0420379,1.68346E+12,,,,
bid,38493000,0.73986853,1.68346E+12,,,,
ask,38494000,0.0158577,1.68346E+12,,,,
bid,38493000,0.63699053,1.68346E+12,,,,
ask,38494000,0.00069705,1.68346E+12,,,,
bid,38493000,0.4799417,1.68346E+12,,,,
ask,38495000,0.08971949,1.68346E+12,,,,
bid,38494000,0.07550176,1.68346E+12,,,,
ask,38495000,0.06865972,1.68346E+12,,,,
bid,38493000,0.00019881,1.68346E+12,,,,
ask,38494000,0.58982419,1.68346E+12,,,,
bid,38492000,0.11505396,1.68346E+12,,,,
ask,38493000,0.29964078,1.68346E+12,,,,
bid,38492000,0.11505396,1.68346E+12,,,,
ask,38493000,0.29360335,1.68346E+12,,,,
bid,38491000,0.27048108,1.68346E+12,,,,
ask,38492000,0.01349322,1.68346E+12,,,,
bid,38491000,0.27048108,1.68346E+12,,,,
ask,38492000,0.01966995,1.68346E+12,,,,
bid,38492000,0.01516023,1.68346E+12,,,,
ask,38493000,0.07316881,1.68346E+12,,,,
bid,38491000,0.14942647,1.68346E+12,,,,
ask,38493000,0.07316881,1.68346E+12,,,,
bid,38491000,0.29541447,1.68346E+12,,,,
ask,38493000,0.07316881,1.68346E+12,,,,
bid,38492000,0.00850778,1.68346E+12,,,,
ask,38493000,0.07316881,1.68346E+12,,,,
bid,38491000,0.29541447,1.68346E+12,,,,
ask,38492000,0.64098135,1.68346E+12,,,,
bid,38491000,0.29593206,1.68346E+12,,,,
ask,38492000,0.61046981,1.68346E+12,,,,
bid,38491000,0.20972421,1.68346E+12,,,,
ask,38492000,0.02668227,1.68346E+12,,,,
bid,38491000,0.18385221,1.68346E+12,,,,
ask,38492000,0.01181914,1.68346E+12,,,,
bid,38491000,0.38359299,1.68346E+12,,,,
ask,38492000,0.03620726,1.68346E+12,,,,
bid,38492000,0.26972516,1.68346E+12,,,,
ask,38500000,0.70652639,1.68346E+12,,,,
bid,38492000,0.22367629,1.68346E+12,,,,
ask,38493000,0.07637641,1.68346E+12,,,,
bid,38492000,0.21522924,1.68346E+12,,,,
ask,38493000,0.07611662,1.68346E+12,,,,
bid,38492000,0.39447102,1.68346E+12,,,,
ask,38493000,0.07629816,1.68346E+12,,,,
bid,38492000,0.6410876,1.68346E+12,,,,
ask,38493000,0.07629816,1.68346E+12,,,,
bid,38492000,0.56405807,1.68346E+12,,,,
ask,38493000,0.0033496,1.68346E+12,,,,
bid,38493000,0.22544062,1.68346E+12,,,,
ask,38500000,0.66269184,1.68346E+12,,,,
bid,38493000,0.22125449,1.68346E+12,,,,
ask,38500000,0.65749704,1.68346E+12,,,,
bid,38493000,0.26144264,1.68346E+12,,,,
ask,38500000,0.65448885,1.68346E+12,,,,
bid,38493000,0.22783306,1.68346E+12,,,,
ask,38500000,0.51408073,1.68346E+12,,,,
bid,38493000,0.21750272,1.68346E+12,,,,
ask,38500000,0.55529373,1.68346E+12,,,,
bid,38493000,0.2074259,1.68346E+12,,,,
ask,38500000,0.51382099,1.68346E+12,,,,
bid,38493000,0.16005466,1.68346E+12,,,,
ask,38500000,0.48020407,1.68346E+12,,,,
bid,38493000,0.35599902,1.68346E+12,,,,
ask,38500000,0.43303669,1.68346E+12,,,,
bid,38493000,0.42010634,1.68346E+12,,,,
ask,38500000,0.43303669,1.68346E+12,,,,
bid,38493000,0.46083957,1.68346E+12,,,,
ask,38500000,0.43303669,1.68346E+12,,,,
bid,38493000,0.48681831,1.68346E+12,,,,
ask,38500000,0.4408289,1.68346E+12,,,,
bid,38493000,0.29969597,1.68346E+12,,,,
ask,38500000,0.38887141,1.68346E+12,,,,
bid,38493000,0.38770867,1.68346E+12,,,,
ask,38500000,0.31582111,1.68346E+12,,,,
bid,38493000,0.39030674,1.68346E+12,,,,
ask,38499000,0.00369221,1.68346E+12,,,,
bid,38499000,0.07425166,1.68346E+12,,,,
ask,38500000,0.31582111,1.68346E+12,,,,
bid,38499000,0.29206381,1.68346E+12,,,,
ask,38500000,0.31582111,1.68346E+12,,,,
bid,38499000,0.26515644,1.68346E+12,,,,
ask,38500000,0.29580066,1.68346E+12,,,,
bid,38499000,0.32734513,1.68346E+12,,,,
ask,38500000,0.29454118,1.68346E+12,,,,
bid,38499000,0.33672211,1.68346E+12,,,,
ask,38500000,0.28524343,1.68346E+12,,,,
bid,38492000,0.10533366,1.68346E+12,,,,
ask,38500000,1.35154823,1.68346E+12,,,,
bid,38498000,0.00259753,1.68346E+12,,,,
ask,38500000,0.26251879,1.68346E+12,,,,
bid,38495000,0.00012989,1.68346E+12,,,,
ask,38498000,1.06601793,1.68346E+12,,,,
bid,38498000,0.53590802,1.68346E+12,,,,
ask,38500000,0.26251879,1.68346E+12,,,,
bid,38498000,0.52129153,1.68346E+12,,,,
ask,38500000,0.26251879,1.68346E+12,,,,
bid,38497000,0.03180955,1.68346E+12,,,,
ask,38498000,0.49223613,1.68346E+12,,,,
bid,38492000,0.20574075,1.68346E+12,,,,
ask,38495000,0.08834743,1.68346E+12,,,,
bid,38495000,0.09045457,1.68346E+12,,,,
ask,38497000,0.07680674,1.68346E+12,,,,
bid,38495000,0.20294153,1.68346E+12,,,,
ask,38497000,0.07680674,1.68346E+12,,,,
bid,38492000,0.25784321,1.68346E+12,,,,
ask,38495000,0.32227714,1.68346E+12,,,,
bid,38492000,0.14779368,1.68346E+12,,,,
ask,38495000,0.23293361,1.68346E+12,,,,
bid,38492000,0.06187291,1.68346E+12,,,,
ask,38494000,0.01560613,1.68346E+12,,,,
bid,38491000,0.42976109,1.68346E+12,,,,
ask,38492000,0.36183705,1.68346E+12,,,,
bid,38491000,0.355447,1.68346E+12,,,,
ask,38492000,0.06759089,1.68346E+12,,,,
bid,38491000,0.27751277,1.68346E+12,,,,
ask,38492000,0.00909223,1.68346E+12,,,,
bid,38492000,0.02596643,1.68346E+12,,,,
ask,38500000,0.27161102,1.68346E+12,,,,
bid,38490000,0.8612148,1.68346E+12,,,,
ask,38491000,0.02644307,1.68346E+12,,,,
bid,38500000,0.10589873,1.68346E+12,,,,
ask,38501000,0.02223735,1.68346E+12,,,,
bid,38500000,0.03121744,1.68346E+12,,,,
ask,38508000,0.01671238,1.68346E+12,,,,
bid,38500000,0.02586017,1.68346E+12,,,,
ask,38508000,0.01671238,1.68346E+12,,,,
bid,38490000,0.94812697,1.68346E+12,,,,
ask,38491000,0.03626871,1.68346E+12,,,,
bid,38490000,0.94812697,1.68346E+12,,,,
ask,38491000,0.03626871,1.68346E+12,,,,
bid,38491000,0.95456745,1.68346E+12,,,,
ask,38500000,0.07793828,1.68346E+12,,,,
bid,38491000,0.93083294,1.68346E+12,,,,
ask,38500000,0.07763958,1.68346E+12,,,,
bid,38492000,0.00083614,1.68346E+12,,,,
ask,38499000,0.17257121,1.68346E+12,,,,
bid,38493000,0.00030543,1.68346E+12,,,,
ask,38500000,0.07763958,1.68346E+12,,,,
bid,38493000,0.0132948,1.68346E+12,,,,
ask,38500000,0.06390685,1.68346E+12,,,,
bid,38492000,0.46366478,1.68346E+12,,,,
ask,38500000,0.01332115,1.68346E+12,,,,
bid,38500000,0.04069381,1.68346E+12,,,,
ask,38508000,0.01671238,1.68346E+12,,,,
bid,38500000,0.10505137,1.68346E+12,,,,
ask,38509000,0.01318934,1.68346E+12,,,,
bid,38500000,0.03325373,1.68346E+12,,,,
ask,38509000,0.01318934,1.68346E+12,,,,
bid,38502000,0.03602423,1.68346E+12,,,,
ask,38509000,0.01318934,1.68346E+12,,,,
bid,38500000,0.01904406,1.68346E+12,,,,
ask,38502000,0.16448627,1.68346E+12,,,,
bid,38500000,0.01945315,1.68346E+12,,,,
ask,38502000,0.16448627,1.68346E+12,,,,
bid,38495000,0.05498202,1.68346E+12,,,,
ask,38500000,0.10216305,1.68346E+12,,,,
bid,38495000,0.02788407,1.68346E+12,,,,
ask,38500000,0.1031809,1.68346E+12,,,,
bid,38495000,0.02679595,1.68346E+12,,,,
ask,38499000,0.0051718,1.68346E+12,,,,
bid,38490000,0.2808921,1.68346E+12,,,,
ask,38500000,0.066412,1.68346E+12,,,,
bid,38490000,0.15264726,1.68346E+12,,,,
ask,38493000,0.00056646,1.68346E+12,,,,
bid,38490000,0.15550513,1.68346E+12,,,,
ask,38500000,0.18837848,1.68346E+12,,,,
bid,38490000,0.15576493,1.68346E+12,,,,
ask,38500000,0.18837848,1.68346E+12,,,,
bid,38490000,0.0578232,1.68346E+12,,,,
ask,38500000,0.1847473,1.68346E+12,,,,
bid,38490000,0.01311767,1.68346E+12,,,,
ask,38500000,0.18459406,1.68346E+12,,,,
bid,38489000,0.08268498,1.68346E+12,,,,
ask,38500000,0.23464754,1.68346E+12,,,,
bid,38488000,0.06139673,1.68346E+12,,,,
ask,38489000,0.43876158,1.68346E+12,,,,
bid,38488000,0.02412268,1.68346E+12,,,,
ask,38489000,0.28644246,1.68346E+12,,,,
bid,38490000,0.4475,1.68346E+12,,,,
ask,38531000,0.01240257,1.68346E+12,,,,
bid,38490000,0.52838799,1.68346E+12,,,,
ask,38530000,0.02484274,1.68346E+12,,,,
bid,38491000,0.4447,1.68346E+12,,,,
ask,38530000,0.01242137,1.68346E+12,,,,
bid,38492000,0.08235529,1.68346E+12,,,,
ask,38530000,0.02484274,1.68346E+12,,,,
bid,38505000,0.02791428,1.68346E+12,,,,
ask,38531000,1.85371788,1.68346E+12,,,,
bid,38505000,0.15123925,1.68346E+12,,,,
ask,38529000,0.13111691,1.68346E+12,,,,
bid,38505000,0.06561108,1.68346E+12,,,,
ask,38529000,0.10613127,1.68346E+12,,,,
bid,38505000,0.36572855,1.68346E+12,,,,
ask,38529000,0.17009059,1.68346E+12,,,,
bid,38506000,0.00027267,1.68346E+12,,,,
ask,38529000,0.19604507,1.68346E+12,,,,
bid,38505000,0.73248357,1.68346E+12,,,,
ask,38506000,0.06597393,1.68346E+12,,,,
bid,38505000,0.74288357,1.68346E+12,,,,
ask,38506000,0.03529754,1.68346E+12,,,,
bid,38506000,0.57007177,1.68346E+12,,,,
ask,38527000,0.1862806,1.68346E+12,,,,
bid,38507000,0.493,1.68346E+12,,,,
ask,38527000,0.18208311,1.68346E+12,,,,
bid,38506000,0.51888006,1.68346E+12,,,,
ask,38531000,0.13454302,1.68346E+12,,,,
bid,38531000,0.04743553,1.68346E+12,,,,
ask,38533000,0.04239485,1.68346E+12,,,,
bid,38529000,0.33457485,1.68346E+12,,,,
ask,38536000,0.01,1.68346E+12,,,,
bid,38536000,0.32777783,1.68346E+12,,,,
ask,38538000,0.21561461,1.68346E+12,,,,
bid,38536000,0.23167222,1.68346E+12,,,,
ask,38538000,0.21561461,1.68346E+12,,,,
bid,38536000,0.17127732,1.68346E+12,,,,
ask,38538000,0.19662935,1.68346E+12,,,,
bid,38536000,0.0240491,1.68346E+12,,,,
ask,38538000,0.20609678,1.68346E+12,,,,
bid,38536000,0.19919954,1.68346E+12,,,,
ask,38550000,0.0035698,1.68346E+12,,,,
bid,38536000,0.50952621,1.68346E+12,,,,
ask,38549000,0.10314295,1.68346E+12,,,,
bid,38536000,0.49539293,1.68346E+12,,,,
ask,38549000,0.03586606,1.68346E+12,,,,
bid,38549000,0.22162767,1.68346E+12,,,,
ask,38550000,0.0035698,1.68346E+12,,,,
bid,38539000,0.00008631,1.68346E+12,,,,
ask,38549000,0.00584437,1.68346E+12,,,,
bid,38549000,0.05661247,1.68346E+12,,,,
ask,38550000,0.00442631,1.68346E+12,,,,
bid,38540000,0.17851851,1.68346E+12,,,,
ask,38550000,0.00442631,1.68346E+12,,,,
bid,38540000,0.19615569,1.68346E+12,,,,
ask,38549000,0.00029793,1.68346E+12,,,,
bid,38540000,0.12243163,1.68346E+12,,,,
ask,38560000,0.0011454,1.68346E+12,,,,
bid,38539000,0.00008631,1.68346E+12,,,,
ask,38540000,0.03136931,1.68346E+12,,,,
bid,38536000,0.42434683,1.68346E+12,,,,
ask,38561000,0.57683196,1.68346E+12,,,,
bid,38539000,0.17745967,1.68346E+12,,,,
ask,38561000,0.36626922,1.68346E+12,,,,
bid,38560000,1.33270741,1.68346E+12,,,,
ask,38561000,0.35878367,1.68346E+12,,,,
bid,38560000,0.98564833,1.68346E+12,,,,
ask,38561000,0.05005112,1.68346E+12,,,,
bid,38560000,0.65532676,1.68346E+12,,,,
ask,38561000,0.05005112,1.68346E+12,,,,
bid,38560000,0.54940628,1.68346E+12,,,,
ask,38563000,0.02466107,1.68346E+12,,,,
bid,38540000,0.05426328,1.68346E+12,,,,
ask,38560000,0.28406097,1.68346E+12,,,,
bid,38555000,0.00540342,1.68346E+12,,,,
ask,38560000,0.00027267,1.68346E+12,,,,
bid,38540000,0.05292426,1.68346E+12,,,,
ask,38563000,0.0711,1.68346E+12,,,,
bid,38540000,0.05292426,1.68346E+12,,,,
ask,38563000,0.06314265,1.68346E+12,,,,
bid,38540000,0.04032426,1.68346E+12,,,,
ask,38562000,0.5186,1.68346E+12,,,,
bid,38540000,0.20513157,1.68346E+12,,,,
ask,38548000,1.31022421,1.68346E+12,,,,
bid,38540000,0.20394011,1.68346E+12,,,,
ask,38548000,1.47841191,1.68346E+12,,,,
bid,38540000,0.14079746,1.68346E+12,,,,
ask,38548000,0.18115205,1.68346E+12,,,,
bid,38540000,0.11915289,1.68346E+12,,,,
ask,38548000,0.10766996,1.68346E+12,,,,
bid,38540000,0.74909552,1.68346E+12,,,,
ask,38548000,0.10611346,1.68346E+12,,,,
bid,38540000,0.66915805,1.68346E+12,,,,
ask,38548000,0.10611346,1.68346E+12,,,,
bid,38540000,0.66915805,1.68346E+12,,,,
ask,38548000,0.10611346,1.68346E+12,,,,
bid,38548000,0.00985949,1.68346E+12,,,,
ask,38549000,1.318,1.68346E+12,,,,
bid,38540000,0.67755229,1.68346E+12,,,,
ask,38548000,0.07873221,1.68346E+12,,,,
bid,38548000,0.00008527,1.68346E+12,,,,
ask,38561000,1.318,1.68346E+12,,,,
bid,38548000,0.18420195,1.68346E+12,,,,
ask,38558000,0.00092109,1.68346E+12,,,,
bid,38548000,0.19069657,1.68346E+12,,,,
ask,38558000,0.00079134,1.68346E+12,,,,
bid,38548000,0.19095585,1.68346E+12,,,,
ask,38558000,0.00427703,1.68346E+12,,,,
bid,38540000,0.52135191,1.68346E+12,,,,
ask,38562000,0.02776043,1.68346E+12,,,,
bid,38540000,0.51683687,1.68346E+12,,,,
ask,38562000,0.00103717,1.68346E+12,,,,
bid,38558000,0.00649556,1.68346E+12,,,,
ask,38571000,0.51552961,1.68346E+12,,,,
bid,38550000,0.07776695,1.68346E+12,,,,
ask,38571000,0.49479901,1.68346E+12,,,,
bid,38562000,0.01587163,1.68346E+12,,,,
ask,38571000,0.46911765,1.68346E+12,,,,
bid,38569000,0.07095846,1.68346E+12,,,,
ask,38570000,0.05247341,1.68346E+12,,,,
bid,38550000,0.09143781,1.68346E+12,,,,
ask,38569000,0.00813205,1.68346E+12,,,,
bid,38540000,0.4516922,1.68346E+12,,,,
ask,38550000,0.00876339,1.68346E+12,,,,
bid,38540000,0.43190018,1.68346E+12,,,,
ask,38553000,0.008,1.68346E+12,,,,
bid,38540000,0.43190018,1.68346E+12,,,,
ask,38553000,0.008,1.68346E+12,,,,
bid,38539000,0.01875248,1.68346E+12,,,,
ask,38540000,0.14916293,1.68346E+12,,,,
bid,38539000,0.00102337,1.68346E+12,,,,
ask,38540000,0.27885072,1.68346E+12,,,,
bid,38539000,0.00102337,1.68346E+12,,,,
ask,38540000,0.2245333,1.68346E+12,,,,
bid,38536000,0.41656191,1.68346E+12,,,,
ask,38539000,0.00443147,1.68346E+12,,,,
bid,38539000,0.02852837,1.68346E+12,,,,
ask,38540000,0.2245333,1.68346E+12,,,,
bid,38539000,0.06075839,1.68346E+12,,,,
ask,38540000,0.2245333,1.68346E+12,,,,
bid,38539000,0.08323768,1.68346E+12,,,,
ask,38540000,0.22363075,1.68346E+12,,,,
bid,38539000,0.07278773,1.68346E+12,,,,
ask,38540000,0.21989567,1.68346E+12,,,,
bid,38536000,0.40868114,1.68346E+12,,,,
ask,38540000,0.21538275,1.68346E+12,,,,
bid,38536000,0.45356795,1.68346E+12,,,,
ask,38540000,0.22625647,1.68346E+12,,,,
bid,38536000,0.39167549,1.68346E+12,,,,
ask,38540000,0.21935339,1.68346E+12,,,,
bid,38536000,0.39167549,1.68346E+12,,,,
ask,38540000,0.21348771,1.68346E+12,,,,
bid,38536000,0.39167549,1.68346E+12,,,,
ask,38540000,0.19000332,1.68346E+12,,,,
bid,38536000,0.3928516,1.68346E+12,,,,
ask,38540000,0.19000332,1.68346E+12,,,,
bid,38536000,0.345235,1.68346E+12,,,,
ask,38540000,0.18122085,1.68346E+12,,,,
bid,38537000,0.07521474,1.68346E+12,,,,
ask,38540000,0.1681759,1.68346E+12,,,,
bid,38537000,0.07456712,1.68346E+12,,,,
ask,38540000,0.15170762,1.68346E+12,,,,
bid,38537000,0.09165801,1.68346E+12,,,,
ask,38540000,0.23350073,1.68346E+12,,,,
bid,38537000,0.05472502,1.68346E+12,,,,
ask,38540000,0.18442178,1.68346E+12,,,,
bid,38537000,0.05407713,1.68346E+12,,,,
ask,38540000,0.18442178,1.68346E+12,,,,
bid,38537000,0.03046584,1.68346E+12,,,,
ask,38539000,0.02646807,1.68346E+12,,,,
bid,38537000,0.00120317,1.68346E+12,,,,
ask,38539000,0.02596807,1.68346E+12,,,,
bid,38536000,0.38010257,1.68346E+12,,,,
ask,38537000,0.00327095,1.68346E+12,,,,
bid,38536000,0.38010257,1.68346E+12,,,,
ask,38537000,0.00513468,1.68346E+12,,,,
bid,38536000,0.35415348,1.68346E+12,,,,
ask,38537000,0.00436726,1.68346E+12,,,,
bid,38536000,0.35415348,1.68346E+12,,,,
ask,38537000,0.00436726,1.68346E+12,,,,
bid,38536000,0.3463374,1.68346E+12,,,,
ask,38537000,0.00057465,1.68346E+12,,,,
bid,38537000,0.05175843,1.68346E+12,,,,
ask,38540000,0.09043856,1.68346E+12,,,,
bid,38537000,0.56129256,1.68346E+12,,,,
ask,38561000,0.58890394,1.68346E+12,,,,
bid,38536000,0.24660023,1.68346E+12,,,,
ask,38561000,0.07000394,1.68346E+12,,,,
bid,38537000,0.02594908,1.68346E+12,,,,
ask,38561000,0.19821989,1.68346E+12,,,,
bid,38536000,0.01359326,1.68346E+12,,,,
ask,38537000,0.04274088,1.68346E+12,,,,
bid,38531000,0.07516874,1.68346E+12,,,,
ask,38536000,0.08283184,1.68346E+12,,,,
bid,38532000,0.009,1.68346E+12,,,,
ask,38536000,0.05664928,1.68346E+12,,,,
bid,38532000,0.00772065,1.68346E+12,,,,
ask,38561000,0.04242157,1.68346E+12,,,,
bid,38530000,0.27907136,1.68346E+12,,,,
ask,38531000,0.00502761,1.68346E+12,,,,
bid,38530000,0.27907136,1.68346E+12,,,,
ask,38532000,0.08687826,1.68346E+12,,,,
bid,38530000,0.27907136,1.68346E+12,,,,
ask,38532000,0.06329748,1.68346E+12,,,,
bid,38530000,0.27907136,1.68346E+12,,,,
ask,38532000,0.32692005,1.68346E+12,,,,
bid,38530000,0.27907136,1.68346E+12,,,,
ask,38532000,0.32676694,1.68346E+12,,,,
bid,38530000,0.18164674,1.68346E+12,,,,
ask,38532000,0.37965556,1.68346E+12,,,,
bid,38530000,0.111803,1.68346E+12,,,,
ask,38532000,0.32498594,1.68346E+12,,,,
bid,38530000,0.06491952,1.68346E+12,,,,
ask,38532000,0.32498594,1.68346E+12,,,,
bid,38530000,0.04013679,1.68346E+12,,,,
ask,38532000,0.02000038,1.68346E+12,,,,
bid,38530000,0.13403303,1.68346E+12,,,,
ask,38532000,0.00596632,1.68346E+12,,,,
bid,38529000,0.22877305,1.68346E+12,,,,
ask,38532000,0.06637051,1.68346E+12,,,,
bid,38529000,0.07900067,1.68346E+12,,,,
ask,38532000,0.06637051,1.68346E+12,,,,
bid,38529000,0.03316584,1.68346E+12,,,,
ask,38532000,0.06637051,1.68346E+12,,,,
bid,38524000,0.51196544,1.68346E+12,,,,
ask,38532000,0.06637051,1.68346E+12,,,,
bid,38524000,0.26083885,1.68346E+12,,,,
ask,38532000,0.06637051,1.68346E+12,,,,
bid,38525000,0.00704455,1.68346E+12,,,,
ask,38532000,0.07325313,1.68346E+12,,,,
bid,38524000,0.04494751,1.68346E+12,,,,
ask,38525000,0.06845721,1.68346E+12,,,,
bid,38524000,0.08986099,1.68346E+12,,,,
ask,38525000,0.06845721,1.68346E+12,,,,
bid,38524000,0.10284588,1.68346E+12,,,,
ask,38525000,0.06845721,1.68346E+12,,,,
bid,38522000,0.00040622,1.68346E+12,,,,
ask,38523000,0.02380641,1.68346E+12,,,,
bid,38517000,0.00392257,1.68346E+12,,,,
ask,38523000,0.01860586,1.68346E+12,,,,
bid,38517000,0.41365628,1.68346E+12,,,,
ask,38522000,0.00232504,1.68346E+12,,,,
bid,38517000,0.33410291,1.68346E+12,,,,
ask,38523000,0.01413099,1.68346E+12,,,,
bid,38518000,0.0225079,1.68346E+12,,,,
ask,38524000,0.29528638,1.68346E+12,,,,
bid,38518000,0.01562528,1.68346E+12,,,,
ask,38524000,0.21895652,1.68346E+12,,,,
bid,38518000,0.01618109,1.68346E+12,,,,
ask,38524000,0.20345668,1.68346E+12,,,,
bid,38518000,0.01618109,1.68346E+12,,,,
ask,38524000,0.22941453,1.68346E+12,,,,
bid,38519000,0.01822438,1.68346E+12,,,,
ask,38524000,0.22904962,1.68346E+12,,,,
bid,38518000,0.22088509,1.68346E+12,,,,
ask,38524000,0.23346948,1.68346E+12,,,,
bid,38519000,0.02335341,1.68346E+12,,,,
ask,38524000,0.23346948,1.68346E+12,,,,
bid,38519000,0.01423454,1.68346E+12,,,,
ask,38524000,0.23346948,1.68346E+12,,,,
bid,38519000,0.08636099,1.68346E+12,,,,
ask,38523000,0.0169431,1.68346E+12,,,,
bid,38519000,0.08629435,1.68346E+12,,,,
ask,38523000,0.01187793,1.68346E+12,,,,
bid,38520000,0.01286961,1.68346E+12,,,,
ask,38523000,0.01187793,1.68346E+12,,,,
bid,38520000,0.00648342,1.68346E+12,,,,
ask,38524000,0.21570547,1.68346E+12,,,,
bid,38520000,0.00648342,1.68346E+12,,,,
ask,38522000,0.02825976,1.68346E+12,,,,
bid,38520000,0.00477838,1.68346E+12,,,,
ask,38521000,0.00450188,1.68346E+12,,,,
bid,38521000,0.00857246,1.68346E+12,,,,
ask,38524000,0.26163341,1.68346E+12,,,,
bid,38520000,0.03073892,1.68346E+12,,,,
ask,38521000,0.07428005,1.68346E+12,,,,
bid,38519000,0.01827676,1.68346E+12,,,,
ask,38520000,0.067641,1.68346E+12,,,,
bid,38519000,0.01827676,1.68346E+12,,,,
ask,38520000,0.05356596,1.68346E+12,,,,
bid,38518000,0.23980863,1.68346E+12,,,,
ask,38520000,0.05356596,1.68346E+12,,,,
bid,38518000,0.23980863,1.68346E+12,,,,
ask,38520000,0.04955777,1.68346E+12,,,,
bid,38518000,0.23980863,1.68346E+12,,,,
ask,38524000,0.23892091,1.68346E+12,,,,
bid,38520000,0.05034229,1.68346E+12,,,,
ask,38524000,0.23892091,1.68346E+12,,,,
bid,38520000,0.05076804,1.68346E+12,,,,
ask,38524000,0.1643938,1.68346E+12,,,,
bid,38519000,1,1.68346E+12,,,,
ask,38520000,0.02797966,1.68346E+12,,,,
bid,38519000,1.0002027,1.68346E+12,,,,
ask,38520000,0.02538491,1.68346E+12,,,,
bid,38519000,0.85745394,1.68346E+12,,,,
ask,38520000,0.02425787,1.68346E+12,,,,
bid,38519000,0.84186228,1.68346E+12,,,,
ask,38520000,0.0073658,1.68346E+12,,,,
bid,38519000,1.08427327,1.68346E+12,,,,
ask,38520000,0.00373315,1.68346E+12,,,,
bid,38521000,0.02059064,1.68346E+12,,,,
ask,38524000,0.1696727,1.68346E+12,,,,
bid,38521000,0.02059064,1.68346E+12,,,,
ask,38524000,0.16707692,1.68346E+12,,,,
bid,38521000,0.01816496,1.68346E+12,,,,
ask,38524000,0.2760405,1.68346E+12,,,,
bid,38520000,0.09218454,1.68346E+12,,,,
ask,38523000,0.06621223,1.68346E+12,,,,
bid,38520000,0.0886395,1.68346E+12,,,,
ask,38521000,0.00405619,1.68346E+12,,,,
bid,38521000,0.01065662,1.68346E+12,,,,
ask,38523000,0.06621223,1.68346E+12,,,,
bid,38520000,0.5968622,1.68346E+12,,,,
ask,38523000,0.06621223,1.68346E+12,,,,
bid,38521000,0.1297604,1.68346E+12,,,,
ask,38523000,0.04026669,1.68346E+12,,,,
bid,38521000,0.1297604,1.68346E+12,,,,
ask,38523000,0.04026669,1.68346E+12,,,,
bid,38521000,0.1297604,1.68346E+12,,,,
